시설명,카테고리1,카테고리2,카테고리3,시도 명칭,시군구 명칭,법정읍면동명칭,리 명칭,번지,도로명 이름,건물 번호,위도,경도,우편번호,도로명주소,지번주소,제목,문화종류,공연 시작일,공연 마지막일,연령,시간,인터미션,출연진,최종작성일
축제극장 몸짓,전시/공연,영화/연극/공연,독립극장,강원도,춘천시,효자동,,531 번지,춘천로,112 번,37.87309537,127.7278102,24336,강원도 춘천시 춘천로 112,강원도 춘천시 효자동 531 축제극장몸짓,2016 춘천연극제 - 6월 26일,연극,2016-07-03,2016-07-03,만 11세이상,90분,정보없음,정보없음,2022-11-30
축제극장 몸짓,전시/공연,영화/연극/공연,독립극장,강원도,춘천시,효자동,,531 번지,춘천로,112 번,37.87309537,127.7278102,24336,강원도 춘천시 춘천로 112,강원도 춘천시 효자동 531 축제극장몸짓,2016 춘천연극제 - 무무,연극,2016-07-11,2016-07-11,전체관람가,70분,정보없음,정보없음,2022-11-30
축제극장 몸짓,전시/공연,영화/연극/공연,독립극장,강원도,춘천시,효자동,,531 번지,춘천로,112 번,37.87309537,127.7278102,24336,강원도 춘천시 춘천로 112,강원도 춘천시 효자동 531 축제극장몸짓,2016 춘천연극제 - 사천의 착한 여자,연극,2016-07-09,2016-07-09,만 15세이상,100분,정보없음,정보없음,2022-11-30
축제극장 몸짓,전시/공연,영화/연극/공연,독립극장,강원도,춘천시,효자동,,531 번지,춘천로,112 번,37.87309537,127.7278102,24336,강원도 춘천시 춘천로 112,강원도 춘천시 효자동 531 축제극장몸짓,2016 춘천연극제 - 어둠 속의 햄릿,연극,2016-07-07,2016-07-07,만 13세이상,60분,정보없음,정보없음,2022-11-30
축제극장 몸짓,전시/공연,영화/연극/공연,독립극장,강원도,춘천시,효자동,,531 번지,춘천로,112 번,37.87309537,127.7278102,24336,강원도 춘천시 춘천로 112,강원도 춘천시 효자동 531 축제극장몸짓,2016 춘천연극제 - 홍시 열리는 집,연극,2016-07-05,2016-07-05,전체관람가,90분,정보없음,정보없음,2022-11-30
축제극장 몸짓,전시/공연,영화/연극/공연,독립극장,강원도,춘천시,효자동,,531 번지,춘천로,112 번,37.87309537,127.7278102,24336,강원도 춘천시 춘천로 112,강원도 춘천시 효자동 531 축제극장몸짓,2017 춘천연극제 - 그의 하루,연극,2017-07-10,2017-07-10,만 12세이상,60분,정보없음,정보없음,2022-11-30
축제극장 몸짓,전시/공연,영화/연극/공연,독립극장,강원도,춘천시,효자동,,531 번지,춘천로,112 번,37.87309537,127.7278102,24336,강원도 춘천시 춘천로 112,강원도 춘천시 효자동 531 축제극장몸짓,2017 춘천연극제 - 뱃놀이가잔다,연극,2017-07-02,2017-07-02,만 15세이상,85분,정보없음,정아더,2022-11-30
축제극장 몸짓,전시/공연,영화/연극/공연,독립극장,강원도,춘천시,효자동,,531 번지,춘천로,112 번,37.87309537,127.7278102,24336,강원도 춘천시 춘천로 112,강원도 춘천시 효자동 531 축제극장몸짓,2017 춘천연극제 - 변신,연극,2017-07-08,2017-07-08,만 14세이상,85분,정보없음,정보없음,2022-11-30
축제극장 몸짓,전시/공연,영화/연극/공연,독립극장,강원도,춘천시,효자동,,531 번지,춘천로,112 번,37.87309537,127.7278102,24336,강원도 춘천시 춘천로 112,강원도 춘천시 효자동 531 축제극장몸짓,2017 춘천연극제 - 필경사 바틀비,연극,2017-07-06,2017-07-06,만 7세이상,60분,정보없음,정보없음,2022-11-30
축제극장 몸짓,전시/공연,영화/연극/공연,독립극장,강원도,춘천시,효자동,,531 번지,춘천로,112 번,37.87309537,127.7278102,24336,강원도 춘천시 춘천로 112,강원도 춘천시 효자동 531 축제극장몸짓,2017 춘천연극제 - 홀,연극,2017-07-04,2017-07-04,전체관람가,70분,정보없음,정보없음,2022-11-30
축제극장 몸짓,전시/공연,영화/연극/공연,독립극장,강원도,춘천시,효자동,,531 번지,춘천로,112 번,37.87309537,127.7278102,24336,강원도 춘천시 춘천로 112,강원도 춘천시 효자동 531 축제극장몸짓,2018 춘천연극제 - 돈키호테 남극빙하,연극,2018-06-20,2018-06-20,만 8세이상,70분,정보없음,정보없음,2022-11-30
축제극장 몸짓,전시/공연,영화/연극/공연,독립극장,강원도,춘천시,효자동,,531 번지,춘천로,112 번,37.87309537,127.7278102,24336,강원도 춘천시 춘천로 112,강원도 춘천시 효자동 531 축제극장몸짓,2018 춘천연극제 - 보석보다 찬란한,연극,2018-06-18,2018-06-18,만 7세이상,100분,정보없음,정보없음,2022-11-30
축제극장 몸짓,전시/공연,영화/연극/공연,독립극장,강원도,춘천시,효자동,,531 번지,춘천로,112 번,37.87309537,127.7278102,24336,강원도 춘천시 춘천로 112,강원도 춘천시 효자동 531 축제극장몸짓,2018 춘천연극제 - 앨리스의 캡슐커피,연극,2018-06-16,2018-06-16,만 13세이상,100분,정보없음,정보없음,2022-11-30
축제극장 몸짓,전시/공연,영화/연극/공연,독립극장,강원도,춘천시,효자동,,531 번지,춘천로,112 번,37.87309537,127.7278102,24336,강원도 춘천시 춘천로 112,강원도 춘천시 효자동 531 축제극장몸짓,2018 춘천연극제 - 이구아나,연극,2018-06-22,2018-06-22,만 13세이상,100분,정보없음,"이일섭, 원근희, 정아미, 이은향, 임은연, 김예기, 하성민, 천용철, 최혜주, 김만중",2022-11-30
축제극장 몸짓,전시/공연,영화/연극/공연,독립극장,강원도,춘천시,효자동,,531 번지,춘천로,112 번,37.87309537,127.7278102,24336,강원도 춘천시 춘천로 112,강원도 춘천시 효자동 531 축제극장몸짓,글 담그는 날,연극,2015-10-31,2015-10-31,만 6세이상,70분,정보없음,"이태현, 송시영, 안제현, 조현석",2022-11-30
축제극장 몸짓,전시/공연,영화/연극/공연,독립극장,강원도,춘천시,효자동,,531 번지,춘천로,112 번,37.87309537,127.7278102,24336,강원도 춘천시 춘천로 112,강원도 춘천시 효자동 531 축제극장몸짓,까마귀 - 춘천,연극,2016-11-17,2016-11-19,만 14세이상,80분,정보없음,정보없음,2022-11-30
축제극장 몸짓,전시/공연,영화/연극/공연,독립극장,강원도,춘천시,효자동,,531 번지,춘천로,112 번,37.87309537,127.7278102,24336,강원도 춘천시 춘천로 112,강원도 춘천시 효자동 531 축제극장몸짓,까마귀 - 춘천,연극,2017-05-11,2017-05-20,만 13세이상,100분,정보없음,정보없음,2022-11-30
축제극장 몸짓,전시/공연,영화/연극/공연,독립극장,강원도,춘천시,효자동,,531 번지,춘천로,112 번,37.87309537,127.7278102,24336,강원도 춘천시 춘천로 112,강원도 춘천시 효자동 531 축제극장몸짓,라임의 왕 김삿갓 - 춘천,퍼포먼스,2017-11-16,2017-11-18,만 14세이상,90분,정보없음,정보없음,2022-11-30
축제극장 몸짓,전시/공연,영화/연극/공연,독립극장,강원도,춘천시,효자동,,531 번지,춘천로,112 번,37.87309537,127.7278102,24336,강원도 춘천시 춘천로 112,강원도 춘천시 효자동 531 축제극장몸짓,산타피습사건 - 춘천,연극,2018-12-13,2018-12-15,초등학생이상 관람가,80분,정보없음,정보없음,2022-11-30
축제극장 몸짓,전시/공연,영화/연극/공연,독립극장,강원도,춘천시,효자동,,531 번지,춘천로,112 번,37.87309537,127.7278102,24336,강원도 춘천시 춘천로 112,강원도 춘천시 효자동 531 축제극장몸짓,상남자 리턴즈 2 - 강원,연극,2016-05-20,2016-05-21,만 13세이상,100분,정보없음,정보없음,2022-11-30
축제극장 몸짓,전시/공연,영화/연극/공연,독립극장,강원도,춘천시,효자동,,531 번지,춘천로,112 번,37.87309537,127.7278102,24336,강원도 춘천시 춘천로 112,강원도 춘천시 효자동 531 축제극장몸짓,상남자 리턴즈 2 - 춘천,연극,2015-11-06,2015-11-28,만 14세이상,90분,정보없음,정보없음,2022-11-30
축제극장 몸짓,전시/공연,영화/연극/공연,독립극장,강원도,춘천시,효자동,,531 번지,춘천로,112 번,37.87309537,127.7278102,24336,강원도 춘천시 춘천로 112,강원도 춘천시 효자동 531 축제극장몸짓,영혼콘서트 - 춘천,연극,2018-07-12,2018-07-14,중학생이상 관람가,80분,정보없음,정보없음,2022-11-30
축제극장 몸짓,전시/공연,영화/연극/공연,독립극장,강원도,춘천시,효자동,,531 번지,춘천로,112 번,37.87309537,127.7278102,24336,강원도 춘천시 춘천로 112,강원도 춘천시 효자동 531 축제극장몸짓,제30회 춘천인형극제 - Hanging By a Thread,어린이/가족,2018-10-01,2018-10-02,전체관람가,50분,정보없음,정보없음,2022-11-30
축제극장 몸짓,전시/공연,영화/연극/공연,독립극장,강원도,춘천시,효자동,,531 번지,춘천로,112 번,37.87309537,127.7278102,24336,강원도 춘천시 춘천로 112,강원도 춘천시 효자동 531 축제극장몸짓,제31회 춘천인형극제 - Flotante,어린이/가족,2019-09-29,2019-09-30,전체관람가,45분,정보없음,정보없음,2022-11-30
축제극장 몸짓,전시/공연,영화/연극/공연,독립극장,강원도,춘천시,효자동,,531 번지,춘천로,112 번,37.87309537,127.7278102,24336,강원도 춘천시 춘천로 112,강원도 춘천시 효자동 531 축제극장몸짓,제31회 춘천인형극제 - Vida,어린이/가족,2019-10-02,2019-10-03,만 8세이상,55분,정보없음,정보없음,2022-11-30
축제극장 몸짓,전시/공연,영화/연극/공연,독립극장,강원도,춘천시,효자동,,531 번지,춘천로,112 번,37.87309537,127.7278102,24336,강원도 춘천시 춘천로 112,강원도 춘천시 효자동 531 축제극장몸짓,"평강, 공주와 온달, 바보",어린이/가족,2015-05-05,2015-05-05,36개월이상,50분,정보없음,정보없음,2022-11-30
축제극장 몸짓,전시/공연,영화/연극/공연,독립극장,강원도,춘천시,효자동,,531 번지,춘천로,112 번,37.87309537,127.7278102,24336,강원도 춘천시 춘천로 112,강원도 춘천시 효자동 531 축제극장몸짓,희극인 삼룡이 - 춘천,연극,2018-11-15,2018-11-17,중학생이상 관람가,100분,정보없음,정보없음,2022-11-30
축제극장 몸짓,전시/공연,영화/연극/공연,독립극장,강원도,춘천시,효자동,,531 번지,춘천로,112 번,37.87309537,127.7278102,24336,강원도 춘천시 춘천로 112,강원도 춘천시 효자동 531 축제극장몸짓,희극인 삼룡이 - 춘천,연극,2019-10-25,2019-11-17,중학생이상 관람가,100분,정보없음,정보없음,2022-11-30
춘천 공지천 의암공원,전시/공연,영화/연극/공연,독립극장,강원도,춘천시,삼천동,,469-15 번지,수변공원길,18 번,37.87454686,127.7061971,24239,강원도 춘천시 수변공원길 18,강원도 춘천시 삼천동 469-15,2015 춘천마임축제 - 12시부터 1시까지의 진경,연극,2015-05-29,2015-05-29,전체관람가,60분,정보없음,"이진경, 권일",2022-11-30
춘천 공지천 의암공원,전시/공연,영화/연극/공연,독립극장,강원도,춘천시,삼천동,,469-15 번지,수변공원길,18 번,37.87454686,127.7061971,24239,강원도 춘천시 수변공원길 18,강원도 춘천시 삼천동 469-15,2015 춘천마임축제 - 미친금요일,퍼포먼스,2015-05-29,2015-05-30,만 19세이상,420분,정보없음,정보없음,2022-11-30
춘천 바우극장,전시/공연,영화/연극/공연,독립극장,강원도,춘천시,사농동,,277-3 번지,영서로,3017 번,37.92101625,127.7201045,24235,강원도 춘천시 영서로 3017,강원도 춘천시 사농동 277-3 춘천인형극장,제30회 춘천인형극제 - 더 게임 오브 타임,어린이/가족,2018-09-29,2018-09-30,만 7세이상,60분,정보없음,정보없음,2022-11-30
춘천 바우극장,전시/공연,영화/연극/공연,독립극장,강원도,춘천시,사농동,,277-3 번지,영서로,3017 번,37.92101625,127.7201045,24235,강원도 춘천시 영서로 3017,강원도 춘천시 사농동 277-3 춘천인형극장,제30회 춘천인형극제 - 소리꾼이 들려주는 옛날이야기 호랑이 가,어린이/가족,2018-10-01,2018-10-01,36개월이상,40분,정보없음,정보없음,2022-11-30
춘천 바우극장,전시/공연,영화/연극/공연,독립극장,강원도,춘천시,사농동,,277-3 번지,영서로,3017 번,37.92101625,127.7201045,24235,강원도 춘천시 영서로 3017,강원도 춘천시 사농동 277-3 춘천인형극장,제30회 춘천인형극제 - 이노무 식기들,어린이/가족,2018-10-03,2018-10-03,만 7세이상,45분,정보없음,정보없음,2022-11-30
춘천 바우극장,전시/공연,영화/연극/공연,독립극장,강원도,춘천시,사농동,,277-3 번지,영서로,3017 번,37.92101625,127.7201045,24235,강원도 춘천시 영서로 3017,강원도 춘천시 사농동 277-3 춘천인형극장,제30회 춘천인형극제 - 할매는 힘이 쎄다,어린이/가족,2018-10-02,2018-10-02,만 7세이상,40분,정보없음,정보없음,2022-11-30
춘천 바우극장,전시/공연,영화/연극/공연,독립극장,강원도,춘천시,사농동,,277-3 번지,영서로,3017 번,37.92101625,127.7201045,24235,강원도 춘천시 영서로 3017,강원도 춘천시 사농동 277-3 춘천인형극장,제31회 춘천인형극제 - 그림 없는 그림책,어린이/가족,2019-10-03,2019-10-03,전체관람가,45분,정보없음,정보없음,2022-11-30
춘천 바우극장,전시/공연,영화/연극/공연,독립극장,강원도,춘천시,사농동,,277-3 번지,영서로,3017 번,37.92101625,127.7201045,24235,강원도 춘천시 영서로 3017,강원도 춘천시 사농동 277-3 춘천인형극장,제31회 춘천인형극제 - 길 위의 고양이,어린이/가족,2019-10-02,2019-10-02,만 7세이상,50분,정보없음,정보없음,2022-11-30
춘천 바우극장,전시/공연,영화/연극/공연,독립극장,강원도,춘천시,사농동,,277-3 번지,영서로,3017 번,37.92101625,127.7201045,24235,강원도 춘천시 영서로 3017,강원도 춘천시 사농동 277-3 춘천인형극장,제31회 춘천인형극제 - 달달 무슨 달,어린이/가족,2019-09-28,2019-09-28,전체관람가,40분,정보없음,정보없음,2022-11-30
춘천 바우극장,전시/공연,영화/연극/공연,독립극장,강원도,춘천시,사농동,,277-3 번지,영서로,3017 번,37.92101625,127.7201045,24235,강원도 춘천시 영서로 3017,강원도 춘천시 사농동 277-3 춘천인형극장,제31회 춘천인형극제 - 이순신장군과 돌격하라 거북선,어린이/가족,2019-09-29,2019-09-29,전체관람가,45분,정보없음,정보없음,2022-11-30
춘천 바우극장,전시/공연,영화/연극/공연,독립극장,강원도,춘천시,사농동,,277-3 번지,영서로,3017 번,37.92101625,127.7201045,24235,강원도 춘천시 영서로 3017,강원도 춘천시 사농동 277-3 춘천인형극장,제31회 춘천인형극제 - Zen Tales,어린이/가족,2019-09-30,2019-10-01,만 15세이상,45분,정보없음,정보없음,2022-11-30
